Verbatim,sentiment
Türkiye'de online üzerinden ticari faaliyette gösteren en iyi firmalar arasında diyebilirim.uygulamasi kolay ve basit. Uygun fiyat ve kargo oldukça hızlı.Ayrica Ürün kapina geliyor begenmedigin yada beden olmadığı takdirde ücretsiz kargo ile iade edebiliyorsun. İade ücretleri aynı anda geri iade ediliyor.daha iyisini yapan yok derim. Trendyol firmasına çok teşekkür ederim.,positive
İlk kez alışveriş yaptım ve çok memnun kaldım ürünlerim 15 gün içerisinde geldi paketleme işlemi çok başarılıydı. Tekrar alışveriş yapmak için ürünlerimi favoriledim bekliyorum. Teşekkürler trendyol.,positive
internet üzerinden alışveriş yapmaktan korkardım ilk defa Trendyol dan denedim ama yanılmışım hem mağazalardan daha ucuz hemde bol çeşit diğer benzer uygulamalardan ürün aldım rezil oldum başka uygulamarı boşverin ama trendyol kadar hızlı güvenilir müşteri odaklısını görmedim teşekkürler TRENDYOL,positive
Diğer online alışveriş siteleriyle ilgili olumsuz yorumları okurdum hep zihnimde beliren düşünce ya trendyol'da bu sitelerden biriyse diye şüpheyle yaklaşıyordum bir gün bir ürün almak istedim ve bir defayla bir şey olmaz diyerek ürünü sipariş ettim ürünüm ile ilgili hiç bir süreçte sorun yaşamadım ve o gün bu gündür güven duyduğum tek firma olan trenyol'dan alışverşimi yapıyorum herkese'de tavsiye ediyorum trendyol'dan şaşmayın teşekkürler türkiyenin bir numarası teşekkürler trendyol,positive
Gerçekten mükemmel bir uygulama istediğim herşeyi kolaylıkla bulabiliyorum hiçbir sıkıntı sorun yaşamıyorum sadece indirim günleri acayip bir yoğunluk yaşanıyor sayfa kilit oluyor onunla ilgili bir çözüm bulunabilir haricinde içerikleriyle gayet basit ve kullanışlı bir alışveriş sitesi teşekkürler Trendyol,positive
"Çok memnun kaldım, Hızlı İstanbul içi 2 gün, Şehir dışına PTT kargo ile 3 günde teslim edildi.",positive
"Buradan bir çok ürün aldım hepsindende memnun oldum. Kargoda olabildiğince hızlı, sağlam ve eksiksiz olarak teslim edildi. Teşekkürler.",positive
Uygun fiyatlar mağazalara gitmeden kapımıza geliyor. Kullanımı kolay. Iade etme süreci cok iyi. Yıllardır kullanıyorum. Teşekkürler. Kücük bir tavsiye olarak pesin fiyatına taksit opsiyonu da çok iyi olurdu....,positive
Bugün sipariş ver hemen kargoya verilsin ;) Hızlı teslimatlar için teşekkürler trendyol🤗 ( Tabi bu karantina dönemi için geçerli değil çünkü gerçek anlamda yığılma vardı kargolarda) ama trendyolun suçu degil tabiki bunu tüm kullanıcılar farkında zaten 👍 Herzaman olduğu gibi trendyol 10 numara 5 yıldız tabiki😉,positive
"Güvenilir,başarılı ve kaliteli uygun fiyatlar ürün çeşitliliği çok güzel hiç bulunduğum ilden alışverişe gerek yok her ihtiyacımı buradan alıyorum mutfaktan kıyafete havluya herşeyin trendyoldan teşekkürler Trendyol internet alışverişlerinizde mağdur olmak sahte ürün dolandırılmak tarzı şeylerle karşılaşmamak için tavsiye ederim burası güvenilir kaliteli ürünler göründüğü gibi güzel",positive
Şimdiye kadar aldığım ürünlerde sıkıntı yaşamadım kargolama ve teslim genelde çok hızlı aldığım ürünlerde herhangi bir sıkıntı olduğunda iadesinde hiç sıkıntı yaşamadım korono salgını olduğu bu süreçte vede artık mağaza mağaza gezmek sizin için yorucu ise trendyoldan alışveriş gerçekten çok avantajlı ayrıca alacağınız ürünlerin yorumlarıda sizi yönlendiririyor daha ne olsun teşekkürler trendyol,positive
Harika bir uygulama dileğiniz herşey var ve ürün fiyatlari gayet uygun düşük bir bütçeyle satın alabilirsiniz eminim ki aldığınız her ürünler de memnun kalicaksiniz Paketleme olsun teslimat süresi olsun müşteri temsilcisiyle birlikte yaptığınız görüşmede bile memnun kalacağınızı eminim tek yapmanız uygulamayı indirip sipariş verin ve harika sonuçları görün ❤️,positive
"En keyifli alışverişlerimin tek adresi. İade ettigimde para mı eksiksiz ve tam aldım. Ki bunca yılda 1 kez mağaza kaynaklı sorun yaşandı onu da harika şekilde sonuçlandırdı müşteri hizmetleri. Ayrıca en büyük teşekkür ve memnuniyetim de teslimata gelen kuryeler güler yüzlü, ilgili ve özverili hepsi. Tüm çalışanların emeğine sağlık. İyi ki varsınız.",positive
Şu ana kadar aldığım tüm ürünlerden memnun kaldım teşekkür ederim 😊,positive
Kendi markası olan trendyolmilla hız konusunda tartışmasız en iyilerden. İçerisinde bulunan markalarda kargo süreci biraz uzasada kalite konusunda alışveriş yaptığım hiçbir markada sorun yaşamadım. İade işlemleri çok kolay gerçekleşiyor. Güvenle alışveriş yapılabilir.,positive
Gayet güzel ve çok memnun kaldığım herhangi bir sıkıntı yasamadığım bir uygulama kargo biraz geç geliyor ama onunda sebebinin pandemi olduğunu düşünüyorum o anlamda bu konuya anlayış göstermek gerektiğini düşünüyorum herşey için teşekkürler Trendyol,positive
Sipariş verdim . Hızlı bir şekilde geldi. Paketleme çok iyiydi. Genel olarak memnun kaldık. Üstelik hediye kuponu kullandık. Tavsiye ederim . Güvenilir ve güzel site.,positive
Daha önce farklı yerlerden sipariş verdiğimde kargo ürünümü kaybetmişti gönderici bu problemi kargoyla çözmem gerektiğini söylemişti ama trendyolun kargo problemini düzeltmesi ve müşterisinin memnuniyetini düşünmesi çok ilgimi çekerek bana güven verdi müşteri hizmetlerinin ilgisine de ayrıca hayran kaldım teşekkürler Trendyol 🙏,positive
Hızlı kargosu kolay değişim ve iadesi harika ürünleri başka markaya ihtiyaç duymuyorum bile modayı seviyoruz ❣️ iyki varsın hm çocuk giyim de tek markamiz,positive
Firmadan eşime parka aldım mağzada siyah denedik oldu fakat yeşil rengi tercihimiz oldu internetten sipariş verdi biraz kesim boluğu vardı iadesini yaptık yaptığımız ödemeyi hemen iadesini yaptılar ben şahsım adına çook teşekkür ediyorum güvenle alışveriş yapılacak firma,positive
Güzel uygulama mağazada bulamadıklamı burda bulabiliyorum.,positive
Herşeyiyle mükemmel bir online alışveriş sitesi 👍,positive
Online alışverişte de başarılı,positive
Yıllardır alışveriş yapmaktan bıkmadığım ve asla pişman olmadığım nadir markalardan özellikle sweatleri ve sweat kumaşlarından üretilen ürünlerini başka hiçbir markaya değişmem,positive
En sevdiğim markalardan biri,positive
Uygulamayı severek kullanıyorum. Küçük bebeğim olduğu için her zaman dışarıda alışveriş imkanım olmayabiliyor . H&M e hem güveniyorum hemde kalitesine bayılıyorum,positive
Kaliteli ürün sıkıntısız iade seviyorum seni h&m,positive
Çok severek alışveriş yapıyorum ürünlerine %100 güveniyorum.,positive
Bayılıyorum size,positive
Bu siteye gerçekten bayılıyorum,positive
Güzel bir uygulama hiç yerde kaplamıyor size 5 puğan,positive
Beden seçimi disinda güzel,neutral
Uygulamayı severek kullanıyorum. Küçük bebeğim olduğu için her zaman dışarıda alışveriş imkanım olmayabiliyor . H&M e hem güveniyorum hemde kalitesine bayılıyorum,positive
yaz kış lc Waikiki den başka bir mağazada alışveriş yapmıyorum her hafta bir şeyler sipariş veriyorum asıl ben size ilginiz için teşekkür ederim harika bir mağaza siz olmazsanız ben abartısız yani elbizesiz kalırdım,positive
Bence harika bir program istediğiniz kıyafetin size yakın olan yerde olup olmadığına bile bakabiliyorsunuz bu çok güzel bir şey çünkü bazı programlarda beğendiğin şeyi o mağazanın herhangi bir şubesine gittiğin zaman orada olmuyor ama LC Waikiki böyle bir şey yapmış bence harika bir program hepinize de tavsiye ediyorum,positive
Ailecek severek alışveriş ettigimiz uygun fiyatları olsun kalitesi olsun vazgeçilmezimizsin LC Waikiki iyiki varsın daha nice beraber mutlu yıllara😍,positive
Ben hem kendim hemde oğlum için alışverişimi lc Waikiki den yapıyorum. Çok memnunum. Bazen ufak tefek sıkıntılar yaşadığım oldu ama lcw mağazaları iade ya da değişimle sorunlarımı çözdüler.,positive
Lc Waikiki den alışveriş yapmayı seviyorum ama keşke PTT kargo ile çalışmaya başlasa çok iyi olur her zaman mağazaya gidemiyoruz PTT ile çalışsanız daha çok sipariş yapabilirim şahsen,neutral
Aldığımız kıyafet üstümüze olmayınca en yakın lcw mağazasında değiştirebiliyormuyuz,neutral
Bugüne kadar tüm alışverişlerimde ilgi alaka dahil hepsi çok güzeldi hiç bir kötü yan yaşamadım. Bu firmayı karalamayi bir kenara bırakın artık. İnsanlar yoğun olunca saatlerini size göre ayarlayamazlar nasıl ki siz evde çocuk bakarken yoğunsunuz bu insanlarda öyle yoğun lütfen artık iğrenç yorumları bırakıp biraz saygı duyun insanlara hepimiz insanız. İlginize emeğinize sonsuz teşekkürler 💙😍iyi ki varsınız çiçek sepeti ailesi💛,positive
Çiçek sepetine teşekkür ediyorum tüm siparişlerim Istediğin zaman ve titizlikle teslim edildi. Hep böyle devam edin aynı hizmet kalitesiyle....,positive
Arkadaşımın doğum günü için sipariş verdim. Tahmini teslimat 15-16 Aralık'tı. Bugün (15 aralık) geldi. Ürünün kutusuna bayıldım. Aşırı iyiydi. Bence olay satıcı seçimi ile alakalı. Teşekkürler ÇİÇEK SEPETİ 💕,positive
Her zaman güvenilir Sevdiklerimiz aslında bize ne kadar uzaksa bi o kadar yakın nasilmi tabiki ÇIÇEKSEPETİ SAYESİNDE tüm çalışan emeği geçen herkese teşekkürler 😊,positive
Hatalı üründe bukadar hızlı iletişime geçmeniz gönlümüzü almanız çok teşekkür ederiz...iyiki varsınız çiçek sepeti♥️🤗,positive
Hayata mutluluklar katmaya vesile olduğunuz için teşekkürler.,positive
Güzel program varki kullanıyoruz olmasa napacaz,positive
"para transferi işleminin dekontunu watsapp,outlook vb. bir uygulamadan paylaşma seçeneği çalışmıyor. destek biriminize de yazdım. cevap olarak, ekran görüntüsü gönderin şeklinde otomatik yanıt verdiniz!!! mecburiyetten uygulamanızı kullanıyorum ama benim için şuan enkötü cep şube sizinki...",negative
Pandemi sürecinde herkes başka bankalara olan Kart borçlarını nasıl taksitlendiririm diye Kara kara düşünüyorken ben hiç uğraşmadım Qnb Finansbank kendisi aradı Kart borcumun tamamını 9 taksite bölüp rahat bir nefes almamı sağladılar TEŞEKKÜRLER QNB FİNANSBANK,positive
Valla bu uygulamayı kullanıyorum çokta rahat,positive
"Vallahi ben böyle müşteri dostu başka hiçbir banka görmedim, hepsini tek tek detaylıca araştırdım, tek kapı QNB Finansbank'a çıkıyor. Tüm bankalar içinde en düşük faiz oranına sahip. Kredi aynı gün-12 saat içinde çıkıyor. Bankanın müşterisi olmasanız bile asla bordro vs. istemiyor. Hiçbir şekilde bankaya gidip saçma sapan tonlarca prosedür imzalatmıyor, bunun yerine hepsini içeren tek bir onayı online olarak ve ardından müşteri hizmetlerine veriyorsun hepsi tamam oluyor. Çok teşekkürler QNB...",positive
Finansbank tam istediğim gibi bir proğram çok işime yarıyor bence buna 5 yıldız bile yetmez 10 yıldız olsa bile veririm herkeze tavsiye ediyorum,positive
On numara beş yıldız veriyorum süpersiniz,positive
On numara . beş yıldız verdim değerinizi bilin istedim ,positive
Süper bir ilgi var hayret icerisindeyim ilk defa böyle bir bankanın müşteri si ile ilgisine hayran kaldım supersin QNB finansbank 5 yıldız hak ediyorsun,positive
"her türlü işlemimi rahatlıkla yapıyorum. uygulama mükemmel. Özellikle fatura ödemeleri havale gibi durumlarda cankurtaran, hesabının detayları daima cebimde, daha ne olsun.",positive
Ben memnunum finans bank dan teşekürler,positive
Şimdi olmuş teşekkürler. Eski yorumum(Gelişiyor ama hem bireysel hem ticari müşteriler için istenileni veremiyor.),neutral
Zamandan kazanç bankaya gitme sıra bekleme işine son,neutral
Güzel bir uygulama bankaya gitmeden sıra beklemeden işlerimi buradan hallediyorum,positive
Harika cok hoşuma gitti bankaya gidip sıra bekleme işi bitti.☺,positive
Bankaya gitmeden zaman kaybı sıra bekletmeyen program,neutral
Harika yapanların eline sağlık,positive
Harika bir uygulama anında işlem yapa biliyorum teşekkler,positive
super her şey elimin altinda harika bi uygulama tesekurler qnb finans bank,positive
harika yapamlarin ellerine saglik,positive
İhtiyacı anında harika lar yaratabiliyor. Zaman tasarrufu daha ne diyeyim.,positive
çok sık hata veriyor,negative
"müşteri temsilcisiyle yaptığım görüşmeler olumluydu ve yapacağım işlemlere kolaylık sağlıyorlar finansbank,ın kurulusundan beri müşterişiyim teşekkürler onbfinansbank",positive
Finansbank yetkilileri ben müşteri temsilcisine bağlanamıyorum lütfen beni araya bilirmisiniz,neutral
Bence harika bankaya gitmeden burdan butun islerimi hallediyorum,positive
Bu proglamla artik ben de bankaciyim.bankaya gitmek büyük sorun ozellikle çalışan kadın için. Kendi isimi kendim hallediyorum sanki finans bank gisesinde çalışan memurum. .Teşekkürler Finansbank,neutral
"Bankaya gitmeden tüm işlemlerimi rahatça yapabiliyorum,sadece dolandırıcılık olaylarından korkuyorum,bunun için yapılması yada yapılmaması gereken şeyleri bizimle paylaşmanız.Teşekkürler Finansbank:))",neutral
Bütün işlerimi şubeye gitmeden halledebiliyorum,neutral
harika vakit kaybi olmuyor bütün işlerimi buradan hallediyorum teşekkürler,neutral
"İyi ki varsınız.. En güzelini yaparsınız. FİNANSBANK'ın; müşterilerine daha iyi hizmet verebilmek için gece gündüz demeden çalışan tüm elemanlarına teşekkür eder, sevgi ve saygılarımızı sunarız. Sizleri seviyor, sizlere güveniyoruz..",positive
Finasban gercekten bu isi iyi yapmaya basladi cepten bankacilik islemleri cok kolay ve izli seviyorum hizmetlerinizi ancak calistigim is yeri sizinle anlasmayi bozmus baska bankayla anlasmislar uzuldum fakat sizinle calismaya devam edecegim tesekurler finansbank.,neutral
finans bank ailesini seviyorum her konuda hemen yardımcı oluyorlar ulasim sıkıntısı yasamiyorum teşekkürler iyi ko varsınız,positive
Sadece cep şubeniz çok iyi olduğu için finansbanktayım. Hsbc yi çok sevdiğim halde cep uygulaması rezalet diye kullanmıyorum kartımı,neutral
Harika #Finansbank çalışanlarını da seviyorum bu programı da iyiki varsınız sizinle çalışmak isterdim.,positive
bu bankayı seviyorum finansbank iyiki beraberiz.her zaman ne zaman sıkışsam yanımda destek.harika,positive
"Finansbank visyonlu, vatandaşı mahdur etmeyen her koşulda. çalışanların özenle seçilmiş işini severek yapan ekip. tebrikler👏👏👏",positive
Seni seviyorum finans bank,positive
Sevdim seni finans bank helal olsun,positive
Finans bank ı seviyorum,positive
Hayatımı kolaylastirdin seni seviyorum finans bank,positive
Finans bank ve ayrıcalıklarını seviyorum,positive
Harikasın finansbank seni seviyorum,positive
Finansbank i seviyorum başarılarının devamini diliyorum,positive
Bu bankayı çok seviyorum. Başarılarınızın devamını diliyorum çünkü herkese bir finansçı lazım.. 🤗,positive
Finansbank i seviyorum çünkü her zaman yanımda oldu,positive
En sevdiğim banka Finansbank Her zaman yardımcı olurlar bana,positive
Seviliyorsun finansbank,positive
Finansbank seni çok seviyorum,positive
Sevmiyorum finansbank'i musteri memnuniyeti 100 uzerinden 0...,negative
Finansbank'ın sadece bu şeyini seviyorum programda herşey çok açık ve net diğer bankalar nedense boyle değil,neutral
Finansbankı seviyorum on numara bi site,positive
bankalar arasinda işimi gören bir numaralı ve en sevdiğim banka. bana hangi banka deseler finans bankatan şaşmayın derim kardeşim...,positive
"Yorulmuşken kalbim dönen dünya içindeki acımasız hayatta, seni gördüm içimdeki dünya dönmeye başladı durduramıyorum içimdeki dünyayı harekete geçirdin engel olamıyorum seni seviyorum finansçı",neutral
Hakikaten harika olmus.Finansbanktan kesinlikle beklemezdim. Kobilerde kullanabiliyor.Kobilerin kullandigi ilk cep programidir herhalde.tebrikler finansbank.,positive
Calismalarindan dolayi finans bank ve çalışanlarını tebrik ederim,positive
Bence yorumlara bakmayın yok donuyormuş yok süre azmış bence herşey iyi şöyle düşünün score hero nun online hali ve lig ler var her maçta kasa geliyor onlardan oyuncu gelebiliyor veya da oyuncunun yükseltmek için kart geliyor ( Eğer Clash Royale oynuyorsanız bilirsiniz her maçta bir kasa düşüyor ve belirli bir süre sonra açılıyor vs ve kısaca Clash Royale in futbol olmuş halini düşünün ve öyle indirin) Tavsiye ederim,neutral
Score Heroyu çok seviyorum o yüzden direk bu oyunu da indirdim online olması çok iyi ama eksiklikleri var. Mesela arkadaşımızla dostluk maçı yapamıyoruz. Ayrıca savunma işi çok zor her şey tek tuşa bağlı buna alternatif getirilmesi gerekiyor. Onlar dışında oyun güzel diyebiliriz.,neutral
Çok severek alıyor ve kullanıyoruz,neutral
özellikle bebek kıyafetleri harika,positive
